Unnamed: 0,PuzzleId,FEN,OpeningTags,dutch,english,sicilian,french,benoni,queens_gambit,kings_indian,Move,Layer Outputs Index,Layer Outputs File
2423658,Z7OBA,r4rk1/2pb2pp/3p1q2/n1P2p2/1Q2p3/2P1P1P1/3N1PBP/R4RK1 b - -,Dutch_Defense Dutch_Defense_Rubinstein_Variation,1,0,0,0,0,0,0,a5c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_39.npy
3865603,tzXp6,r3k2r/pbp3bp/1p4p1/3qpp2/8/2P1P1N1/PP1N1PPP/R2Q1RK1 w kq -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,e3e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_40.npy
3660393,r2IXe,3r3r/1kppq3/1pn1p2p/p1P1Pp2/P2P2p1/5N2/2P1QPPP/RR4K1 w - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,f3d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_41.npy
1796728,Q29hl,r4rk1/pbpnb1pp/1p1pp1q1/5p2/1PPP4/P2BPN2/1BQn1PPP/R3R1K1 w - -,Dutch_Defense Dutch_Defense_Classical_Variation,1,0,0,0,0,0,0,c2d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_42.npy
3297627,llsur,r6k/p3q1bp/2p1b1p1/5p2/4p3/1Q2P3/PP1B1PPP/R3K2R w KQ -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,b3c2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_43.npy
1247560,I4Kt7,r4rk1/pb1qb1pp/1pp1pn2/3pP1N1/2PP4/1PB3P1/P1Q2PB1/2RR2K1 b - -,Dutch_Defense Dutch_Defense_Classical_Variation,1,0,0,0,0,0,0,f6e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_44.npy
174472,2Wnfd,1rb2rk1/2qpb1pp/p1p1p3/2P2p2/3P2n1/1PN2B2/P4PPP/R1BQ1RK1 w - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,f3g4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_45.npy
1087504,FkZkm,3r1rk1/ppq3bp/2p5/2n1pQB1/2P1n3/2N1P2P/PP3PP1/3R1RK1 w - -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,g5d8,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_46.npy
3424896,ncK8J,r3r1k1/pp4pp/2n5/3p4/1b1N2b1/P4PN1/1P3KPP/R4B1R w - -,Dutch_Defense Dutch_Defense_Raphael_Variation,1,0,0,0,0,0,0,a3b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_47.npy
19436,0HYYW,r1bq1rk1/p2n2bp/2p3p1/2pP1p2/4p3/2N4P/PPB2PP1/1RBQR1K1 b - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,d7e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_48.npy
1347126,JVilI,r1bqkb1r/ppppp2p/2n2p2/5p2/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq -,Dutch_Defense Dutch_Defense_Hopton_Attack,1,0,0,0,0,0,0,h7h5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_49.npy
3814259,tFcoi,3nqrk1/1bpp3p/1p2pbpP/r7/p1PP4/P2BBNR1/1PQ2PP1/R3K3 w Q -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,f3e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_50.npy
2863949,fUnCB,2kr2r1/pb1qb3/1p3n2/2p2Ppp/P7/2PB3P/1PQN1PPB/R3K1R1 w Q -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,d3b5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_51.npy
948797,Djz9O,2rqbrk1/p3b1pp/p1N5/3p4/Q2PpB2/P3P2P/1P3PP1/2R2RK1 b - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,c8c6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_52.npy
2541708,apI0H,r6k/1pp1Q1bp/pnbq1pp1/8/3P4/1BN2N2/PP3PPP/4R1K1 b - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,d6e7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_53.npy
3385832,n3NnI,r2qnrk1/pbp1p1bp/1p4p1/4Pp2/2Pp1P2/PQNBP3/1P4PP/R1B2RK1 w - -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,c4c5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_54.npy
3842877,tfAfd,rn4k1/p6p/bp2p1p1/2ppP3/PP2p3/4P1Pq/1BP2r1P/RN1QR1K1 w - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,d1d2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_55.npy
2594313,bad0G,r4k1r/pp2p1Np/3p1np1/3B4/3p1P1P/8/PPPBb1P1/R3K2R b KQ -,Dutch_Defense Dutch_Defense_Raphael_Variation,1,0,0,0,0,0,0,f8g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_56.npy
1138262,GU76l,r1b4r/p1ppk1pp/1pn1p3/4N3/3PB3/8/PPP3PP/R4RK1 b - -,Dutch_Defense Dutch_Defense_Raphael_Variation,1,0,0,0,0,0,0,c6e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_57.npy
4097171,xLx5Z,rnbq1rk1/pp6/2ppp1B1/3n2b1/3P1B2/4P3/PPP2P2/RN1QK2R b KQ -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,f8f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_58.npy
1252343,I8aVe,N1r3k1/1b2b1pp/ppqp4/4np2/4nB2/P3PN2/1PP1BPPP/2KRQ2R w - -,Dutch_Defense Dutch_Defense_Raphael_Variation,1,0,0,0,0,0,0,f3d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_59.npy
3804068,t6VAd,rnbqkb1r/ppp3pp/4p3/3p4/3P1pn1/2P2P2/PP1NP2P/R1BQKBNR w KQkq -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,e2e4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_60.npy
597953,8emF5,rnbqk2r/p1ppb1pp/1p2pn2/4Np1B/3P4/4P3/PPP2PPP/RNBQK2R b KQkq -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,g7g6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_61.npy
2188612,ViCZv,r3qrk1/pp5p/2p2bp1/5b2/2PpB3/P7/1PQ2PPP/R1B1R1K1 w - -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,c1h6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_62.npy
2244333,WWAiy,r1b3k1/pp4pp/2p4r/2Ppqp2/4n3/4P1PP/PPQ1NPBK/R4R2 b - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,b7b6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_63.npy
2547956,aut0p,r4rk1/pbpp2p1/1p2p1p1/2P2pq1/3P4/P1Q1PP2/1P2B1PP/R4RK1 w - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,b2b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_64.npy
4275971,zwXnp,2kr3r/ppq1n2p/2p1bN1b/3p1p2/3P2p1/2NBP3/PPP1QPP1/2KR3R b - -,Dutch_Defense Dutch_Defense_Hopton_Attack,1,0,0,0,0,0,0,h6g7,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_65.npy
1853950,Qrjy6,r1bbqrk1/ppp3pp/2nppn2/5pB1/2PP4/P1N1PN2/1P2BPPP/R2Q1RK1 w - -,Dutch_Defense Dutch_Defense_Rubinstein_Variation,1,0,0,0,0,0,0,d4d5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_66.npy
298459,4JgF5,rnbqk2r/pp2b1pp/3p1n2/2pN1pB1/2P5/5N2/PP2PPPP/R2QKB1R w KQkq -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,g5f6,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_67.npy
1962426,SQwiw,rnbqkb1r/pp4pp/2p1p3/2Pp1p2/3Pn3/2NBP3/PP3PPP/R1BQK1NR w KQkq -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,g1e2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_68.npy
3216765,kbO2n,r1bq1r1k/1pp3bp/4p1p1/p3Np2/PnPPp3/1PB1P3/1Q3PPP/R3KB1R b KQ -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,g7e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_69.npy
353661,57eSw,r3qrk1/pbpp2pp/1pn1p3/5pN1/2PP3P/2P1P3/P1Q1BPP1/R3K1R1 b Q -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,c6a5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_70.npy
1369056,Jpc7s,2r2rk1/pp1bp1bp/3p2p1/qP1P4/P2Np3/1Q2P3/1B3PPP/R4RK1 b - -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,g7d4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_71.npy
1068318,FTHtB,r1b2rk1/4b1pp/p3p3/qp1p1p2/3PnB2/P1NQPN2/1P3PPP/R3K2R w KQ -,Dutch_Defense Dutch_Defense_Queens_Knight_Variation,1,0,0,0,0,0,0,f3e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_72.npy
1919349,RoUQ2,r2q1rk1/p1pn2pp/1p2p3/8/3PPp1b/2PB1P2/P1Q2P1P/R1B2R1K w - -,Dutch_Defense Dutch_Defense_Classical_Variation,1,0,0,0,0,0,0,e4e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_73.npy
1149684,GeKhk,r1b1q1k1/pp4pp/2p2r2/3pp3/2P3P1/1P2PN2/P4PB1/R2Q1RK1 w - -,Dutch_Defense Dutch_Defense_Classical_Variation,1,0,0,0,0,0,0,f3h2,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_74.npy
610240,8pcEb,r4rk1/1bppb1pp/np2pnq1/p4p2/2PP4/PPN1PN2/1B2BPPP/R2QR1K1 w - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,e2f1,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_75.npy
264171,3p7Wq,r1b2rk1/ppp3bp/n5p1/2PNp1q1/3PpP2/1Q2P3/PP4PP/R1B2RK1 b - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,e5f4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_76.npy
1286856,Idaje,r2q1rk1/pp1N2pp/2pb4/3p1p2/3Pn3/1B1NP3/PPQB1PPP/R4bK1 w - -,Dutch_Defense Dutch_Defense_Other_variations,1,0,0,0,0,0,0,d3e5,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_77.npy
457384,6cJvS,rnbq1rk1/pppp2pp/4pn2/2bP2B1/2P1N3/8/PP3PPP/R2QKBNR b KQ -,Dutch_Defense Dutch_Defense_Classical_Variation,1,0,0,0,0,0,0,c5b4,0,/content/drive/Shareddrives/CS229/searchless_chess/data/concept_data/npys/opening/lichess_puzzles_openings_layer_outputs_78.npy
